q_id;q_ch;q_id_ch;language;start_hh;start_min;G1;G2;G3;G4;G5;G6;sex;age;education;nationality;nationality2;occupation;D8;finish_hh;finish_min;character_lang;data_inter;region;type_settl;settlement;Code_inter;macroregion4;urban_rural;age_6gr;WEIGHT
1895;212;5;1;12;25;1;2;5;5;4;4;1;74;5;1;1;8;1;12;55;1;17;24;2;101;0;2;1;6;,93210457848
1896;212;6;1;13;13;1;1;5;3;4;3;2;75;2;1;1;8;1;13;29;1;17;24;2;101;0;2;1;6;,640689005197
1897;212;7;1;13;39;3;1;4;4;4;4;2;38;5;1;1;1;2;14;5;1;17;24;2;101;0;2;1;2;,779577719959
1898;212;8;1;14;9;3;1;5;4;4;2;2;31;8;1;6;3;2;14;29;1;17;24;2;101;0;2;1;2;,779577719959
1899;212;8;1;14;36;6;1;1;5;4;3;1;53;6;1;1;5;4;15;3;1;17;24;2;101;0;2;1;4;,993800739688
1900;212;9;2;15;8;1;1;4;2;4;3;1;19;4;1;1;9;2;15;45;3;17;24;2;101;0;2;1;1;1,490956194468
1901;212;9;1;16;5;1;2;1;1;4;3;1;30;7;1;1;3;2;16;40;1;17;24;2;101;0;2;1;2;1,740943942978
1902;213;1;1;12;46;1;1;4;4;4;3;2;66;4;1;1;8;1;13;14;1;26;24;1;102;0;2;2;5;,611695220891
1903;213;2;1;13;59;5;1;1;5;4;3;1;55;4;1;1;10;2;14;18;1;26;24;1;102;0;2;2;4;,762896558228
1904;213;3;1;14;25;1;1;4;2;4;4;2;90;1;1;1;8;1;14;42;1;26;24;1;102;0;2;2;6;1,107468762898
1905;213;4;1;14;44;3;1;4;4;4;3;2;21;5;1;1;11;2;15;10;1;26;24;1;102;0;2;2;1;1,102856345087
1906;213;5;1;15;21;1;1;1;4;4;3;1;57;3;1;1;1;1;15;50;1;26;24;1;102;0;2;2;4;,762896558228
1907;213;6;1;15;55;5;1;4;2;4;4;2;75;2;1;1;8;1;16;16;1;26;24;1;102;0;2;2;6;1,107468762898
1908;213;7;1;16;25;5;1;4;4;4;3;1;65;4;1;1;8;2;16;48;1;26;24;1;102;0;2;2;5;1,152382296503
1909;213;8;2;16;57;5;1;5;5;4;3;2;48;6;2;2;1;1;17;17;1;26;24;1;102;0;2;2;3;,981027916114
1910;213;9;1;17;20;1;1;5;1;4;4;2;34;6;1;1;11;3;17;36;1;26;24;1;102;0;2;2;2;,826899818034
1911;214;1;1;11;40;6;1;5;1;4;3;1;86;1;1;1;8;1;12;4;1;22;24;1;102;0;2;2;6;1,146879531091
1912;214;2;1;12;14;5;4;5;2;4;3;2;79;2;1;1;8;1;12;35;1;22;24;1;102;0;2;2;6;1,107468762898
1913;214;3;1;12;42;1;1;5;1;4;4;2;75;6;1;1;8;1;13;5;1;22;24;1;102;0;2;2;6;1,107468762898
1914;214;4;1;13;20;1;5;4;3;4;4;2;23;4;1;1;7;2;13;36;1;22;24;1;102;0;2;2;1;1,102856345087
1915;214;5;1;13;45;5;4;4;4;4;3;2;69;4;1;1;8;1;14;0;1;22;24;1;102;0;2;2;5;,611695220891
1916;214;6;1;14;21;4;1;4;4;4;3;2;52;6;1;1;10;1;14;40;1;22;24;1;102;0;2;2;4;,637193352674
1917;214;7;1;14;42;4;1;2;3;4;4;2;27;8;1;1;3;2;14;59;1;22;24;1;102;0;2;2;1;1,102856345087
1918;214;8;1;15;10;1;5;4;3;4;3;1;39;2;1;1;1;2;15;28;1;22;24;1;102;0;2;2;2;2,118034299598
1919;214;9;1;15;38;1;1;4;2;4;2;2;39;4;1;1;1;3;16;2;1;22;24;1;102;0;2;2;2;,826899818034
1920;215;1;1;10;18;6;1;1;1;4;3;2;20;8;1;1;5;5;10;38;1;23;24;1;103;0;2;2;1;1,102856345087
1921;215;2;1;10;40;1;1;4;4;4;3;2;76;2;1;1;8;1;11;0;1;23;24;1;103;0;2;2;6;1,107468762898
1922;215;3;1;11;16;6;1;2;1;4;3;1;66;6;1;1;8;1;11;37;1;23;24;1;103;0;2;2;5;1,152382296503
1923;215;4;1;11;45;1;1;5;1;4;3;1;66;6;1;1;8;1;12;0;1;23;24;1;103;0;2;2;5;1,152382296503
1924;215;5;1;12;7;3;1;5;5;4;3;1;56;5;1;1;1;1;12;32;1;23;24;1;103;0;2;2;4;,762896558228
1925;215;6;1;12;40;1;1;4;1;4;3;2;63;5;1;1;8;2;13;1;1;23;24;1;103;0;2;2;5;,611695220891
1926;215;7;1;13;5;1;1;5;5;4;4;2;52;6;1;1;7;3;13;32;1;23;24;1;103;0;2;2;4;,637193352674
1927;215;8;1;14;8;6;1;3;4;4;3;1;42;4;1;1;1;2;14;23;1;23;24;1;103;0;2;2;3;2,093312310616
1928;215;9;1;14;56;5;1;1;1;4;3;1;49;4;1;1;1;1;15;17;1;23;24;1;103;0;2;2;3;2,093312310616
1929;217;1;5;12;26;2;1;3;5;4;2;2;35;6;1;1;5;3;13;7;2;23;25;6;104;54;1;1;2;,801907496276
1930;217;2;3;14;4;2;2;5;5;4;3;1;28;6;9; ;4;3;14;28;1;23;25;6;104;54;1;1;1;1,398100013477
1931;217;3;1;16;10;3;1;3;4;4;3;1;58;6;1;1;4;3;16;53;1;23;25;6;104;54;1;1;4;1,353781745243
1932;217;4;1;17;34;2;2;3;2;4;1;1;57;4;1;1;8;3;18;4;1;23;25;6;104;54;1;1;4;1,353781745243
1933;217;5;1;18;36;1;1;2;1;4;2;2;70;8;1;1;8;4;19;14;1;23;25;6;104;54;1;1;6;,575247062337
1934;217;6;4;17;16;2;2;4;4;4;3;2;39;5;1;1;7;3;17;55;2;24;25;6;104;54;1;1;2;,801907496276
1935;217;7;1;18;7;2;2;3;3;4;4;2;60;6;1;1;8;2;18;46;1;24;25;6;104;54;1;1;5;,781024374402
1936;217;8;1;18;47;2;1;3;4;4;3;2;40;8;1;1;11;3;19;16;1;24;25;6;104;54;1;1;3;,848442956803
1937;217;9;1;19;27;2;2;3;3;4;2;1;35;8;1;1;10;3;19;48;1;24;25;6;104;54;1;1;2;,89058277919
1938;218;1;2;10;18;1;2;3;5;4;3;1;76;2;9; ;8;1;10;48;3;22;25;2;105;30;1;1;6;,674438788712
1939;218;2;2;11;3;1;2;4;4;4;2;1;58;4;9; ;10;2;11;29;3;22;25;2;105;30;1;1;4;1,353781745243
1940;218;3;4;11;43;1;1;4;3;4;3;1;63;8;9; ;8;2;12;17;3;22;25;2;105;30;1;1;5;,993330711283
1941;218;4;2;12;41;1;4;5;4;4;1;2;26;5;9; ;11;3;12;59;3;22;25;2;105;30;1;1;1;1,076641267956
1942;218;5;2;13;10;1;3;4;1;4;1;2;42;4;9; ;4;4;13;44;3;22;25;2;105;30;1;1;3;,848442956803
1943;218;6;6;13;57;1;2;2;1;4;1;1;27;5;1;1;4;2;14;20;3;22;25;2;105;30;1;1;1;1,398100013477
1944;218;7;2;14;24;1;1;1;4;4;2;1;36;2;9; ;4;3;14;57;3;22;25;2;105;30;1;1;2;,89058277919
1945;218;8;5;14;59;1;2;2;4;4;1;1;55;4;9; ;7;2;15;18;3;22;25;2;105;30;1;1;4;1,353781745243
1946;218;9;2;15;28;1;2;4;4;4;1;1;56;4;9; ;4;3;15;53;3;22;25;2;105;30;1;1;4;1,353781745243
1947;219;1;2;8;49;2;1;4;4;4;4;2;62;8;5; ;8;2;9;54;3;23;25;1;106;12;1;2;5;,73099874223
1948;219;2;1;10;0;1;2;3;3;4;4;2;82;6;1;1;8;2;10;23;1;23;25;1;106;12;1;2;6;1,116828724712
1949;219;3;2;10;37;3;2;3;3;4;3;1;41;4;5; ;4;3;11;10;3;23;25;1;106;12;1;2;3;1,058721537333
1950;219;4;1;11;10;1;5;1;5;4;3;1;39;6;1;1;7;3;11;33;1;23;25;1;106;12;1;2;2;1,173123968762
1951;219;5;1;11;38;6;2;4;5;4;3;2;19;7;1;1;9;3;12;0;1;23;25;1;106;12;1;2;1;1,106602080468
1952;219;6;2;12;2;1;5;4;2;4;3;1;42;4;5; ;10;2;12;25;3;23;25;1;106;12;1;2;3;1,058721537333
1953;219;7;1;12;31;1;1;2;5;4;3;2;33;2;1;1;1;2;12;58;1;23;25;1;106;12;1;2;2;,74619633505
1954;219;8;1;13;0;2;1;4;4;4;3;2;18;4;1;1;7;2;13;23;1;23;25;1;106;12;1;2;1;1,106602080468
1955;219;9;2;13;28;1;1;4;4;4;4;2;40;4;1;1;7;1;13;53;3;23;25;1;106;12;1;2;3;,751542930773
1956;220;1;5;8;47;1;2;1;1;4;1;1;38;8;13; ;2;3;9;49;3;23;25;1;106;30;1;2;2;1,173123968762
1957;220;2;2;9;56;1;4;3;4;4;1;1;65;8;5; ;8;2;10;30;3;23;25;1;106;30;1;2;5;,673853362753
1958;220;3;1;10;53;2;2;1;4;4;2;2;23;8;1;1;10;3;11;19;1;23;25;1;106;30;1;2;1;1,106602080468
1959;220;4;2;11;34;5;5;1;3;4;3;1;73;4;9; ;8;4;12;1;3;23;25;1;106;30;1;2;6;1,267017892618
1960;220;5;2;12;12;1;3;4;4;4;1;1;60;4;5; ;8;2;12;36;3;23;25;1;106;30;1;2;5;,673853362753
1961;220;6;2;12;45;1;2;4;4;4;2;1;55;4;5; ;7;2;13;10;3;23;25;1;106;30;1;2;4;,70609997148
1962;220;7;1;13;32;1;2;2;1;4;1;2;35;8;1;1;3;2;14;6;1;23;25;1;106;30;1;2;2;,74619633505
1963;220;8;2;14;11;5;2;1;1;4;3;2;68;4;5; ;8;2;14;26;3;23;25;1;106;30;1;2;5;,73099874223
1964;220;9;2;14;28;2;1;3;4;2; ;2;45;6;1;1;7;2;14;59;3;23;25;1;106;30;1;2;3;,751542930773
1965;221;1;2;10;59;2;5;5;1;4;3;1;40;8;1;1;4;4;11;35;3;20;25;1;107;30;1;2;3;1,058721537333
1966;221;2;1;11;53;6;2;1;1;4;3;2;57;4;1;1;4;3;12;19;1;20;25;1;107;30;1;2;4;,586216236375
1967;221;3;1;12;32;1;5;4;4;4;3;2;43;4;1;1;5;4;13;0;1;20;25;1;107;30;1;2;3;,751542930773
1968;221;4;1;13;10;1;4;4;4;4;3;2;76;2;1;1;8;1;13;35;1;20;25;1;107;30;1;2;6;1,116828724712
1969;221;5;1;13;44;1;1;4;4;4;1;2;32;2;1;1;1;3;14;31;1;20;25;1;107;30;1;2;2;,74619633505
1970;221;6;1;14;50;1;4;4;4;4;3;2;27;6;1;1;11;3;15;10;1;20;25;1;107;30;1;2;1;1,106602080468
1971;221;7;1;15;14;1;4;4;4;4;1;2;60;4;1;1;8;3;15;40;1;20;25;1;107;30;1;2;5;,73099874223
1972;221;8;1;15;49;1;4;4;4;4;3;2;51;4;1;1;7;1;16;7;1;20;25;1;107;30;1;2;4;,586216236375
1973;221;9;1;16;10;2;3;2;4;4;1;1;45;8;1;1;10;2;16;41;1;20;25;1;107;30;1;2;3;1,058721537333
1974;222;1;1;15;58;6;1;5;3;5;3;2;63;4;1;1;1;2;16;25;1;21;26;6;108;18;2;1;5;,61129362135
1975;222;2;2;16;33;6;1;5;3;2; ;2;60;6;11; ;8;2;16;51;3;21;26;6;108;18;2;1;5;,61129362135
1976;222;3;1;16;53;6;5;5;3;2; ;2;89;2;1;1;8;2;17;11;1;21;26;6;108;18;2;1;6;,640689005197
1977;222;4;2;17;13;6;1;3;5;2; ;2;30;6;1;1;1;2;17;39;3;21;26;6;108;18;2;1;2;,779577719959
1978;222;5;2;15;55;6;1;3;5;2; ;1;52;4;1;1;1;2;16;19;3;22;26;6;108;18;2;1;4;,993800739688
1979;222;6;2;16;25;6;2;3;5;2; ;1;85;8;3;2;8;2;16;45;3;22;26;6;108;18;2;1;6;,93210457848
1980;222;7;2;17;1;6;1;5;5;2; ;2;49;8;1;1;5;2;17;8;3;22;26;6;108;18;2;1;3;1,091806812636
1981;222;8;2;17;37;6;1;2;5;4;1;2;34;6;1;1;4;2;17;55;3;22;26;6;108;18;2;1;2;,779577719959
1982;222;9;2;17;57;1;1;3;5;4;1;2;32;8;1;2;2;8;18;26;3;22;26;6;108;18;2;1;2;,779577719959
1983;223;1;2;13;24;1;1;2;1;4;3;2;51;8;1;1;3;2;14;8;3;24;26;6;108;18;2;1;4;,992483714406
1984;223;2;2;14;10;1;1;3;3;4;3;2;53;8;1;1;3;8;14;24;3;24;26;6;108;18;2;1;4;,992483714406
1985;223;3;2;14;30;1;1;4;1;4;2;1;33;6;1;1;10;2;14;57;3;24;26;6;108;18;2;1;2;1,740943942978
1986;223;4;2;14;59;1;1;2;1;4;3;2;74;6;1;1;2;8;15;19;3;24;26;6;108;18;2;1;6;,640689005197
1987;223;5;2;15;24;1;1;5;1;4;3;2;86;6;2;5;8;2;15;56;3;24;26;6;108;18;2;1;6;,640689005197
1988;223;6;2;16;3;1;1;5;1;4;1;1;65;6;1;1;1;2;16;38;3;24;26;6;108;18;2;1;5;1,078727440585
1989;223;7;2;16;11;1;2;2;5;4;5;1;48;8;1;1;2;8;16;33;3;25;26;6;108;18;2;1;3;1,136160414565
1990;223;8;2;16;35;1;5;5;5;4;2;1;53;8;1;1;6;8;16;52;3;25;26;6;108;18;2;1;4;,993800739688
1991;223;9;2;16;54;6;5;5;1;4;2;2;32;8;3;2;3;2;17;12;3;25;26;6;108;18;2;1;2;,779577719959
1992;224;1;2;15;7;5;4;3;3;4;5;1;39;4;1;1;10;1;15;31;3;24;26;6;108;12;2;1;2;1,740943942978
1993;224;2;6;15;43;2;2;1;2;4;4;2;70;4;1;1;8;2;15;55;2;24;26;6;108;12;2;1;6;,640689005197
1994;224;3;2;15;59;2;2;4;5;4;3;1;30;8;1;1;10;2;16;21;3;24;26;6;108;12;2;1;2;1,740943942978
1995;224;4;2;16;26;6;1;5;4;4;3;2;55;6;1;1;1;2;16;46;3;24;26;6;108;12;2;1;4;,992483714406
1996;224;5;2;16;47;2;2;3;4;4;3;1;34;8;1;1;3;2;16;54;3;24;26;6;108;12;2;1;2;1,740943942978
1997;224;6;6;17;0;1;4;2;4;4;3;2;68;4;1;1;8;2;17;21;3;24;26;6;108;12;2;1;5;,61129362135
1998;224;7;2;17;22;2;2;3;4;4;4;2;45;4;1;1;10;1;17;41;3;24;26;6;108;12;2;1;3;1,091806812636
1999;224;8;2;18;35;5;2;4;4;4;3;1;27;5;1;1;1;2;18;41;3;24;26;6;108;12;2;1;1;1,490956194468
2000;224;9;2;12;43;1;2;4;4;4;4;2;78;4;1;1;8;2;12;58;3;26;26;6;108;12;2;1;6;,640689005197
2001;225;1;6;16;5;2;1;4;4;4;4;1;58;6;1;1;1;3;16;34;3;16;26;2;109;12;2;1;4;,993800739688
2002;225;2;6;15;36;5;5;5;2;3;4;2;80;6;1;1;8;2;16;4;2;16;26;2;109;12;2;1;6;,640689005197
2003;225;3;6;15;12;5;4;1;1;4;4;2;55;6;3;3;8;2;15;36;3;16;26;2;109;12;2;1;4;,992483714406
2004;225;4;6;14;50;3;1;4;4;4;3;2;23;8;1;1;7;2;15;9;3;16;26;2;109;12;2;1;1;1,339356702668
2005;225;5;6;14;26;1;2;4;2;4;2;2;35;6;1;1;1;2;14;48;2;16;26;2;109;12;2;1;2;,779577719959
2006;225;6;2;13;52;1;5;3;3;4;3;1;51;8;1;1;8;2;14;24;3;16;26;2;109;12;2;1;4;,993800739688
2007;225;7;2;13;51;1;3;4;5;4;1;2;50;6;1;1;7;2;14;41;3;16;26;2;109;7;2;1;4;,992483714406
2008;225;8;2;14;52;1;3;3;4;4;2;2;88;1;1;1;8;2;15;43;2;16;26;2;109;7;2;1;6;,640689005197
2009;225;9;6;15;54;5;4;4;3;4;1;1;67;4;1;1;8;2;16;41;2;16;26;2;109;7;2;1;5;1,078727440585
2010;226;1;6;9;2;5;5;2;2;4;4;2;75;1;1;1;8;2;10;2;2;17;26;1;110;12;2;2;6;1,107468762898
2011;226;2;6;10;4;1;2;1;2;4;3;1;50;4;1;1;1;2;10;28;3;17;26;1;110;19;2;2;4;,762896558228
2012;226;3;6;10;31;3;1;4;4;4;2;2;32;6;1;1;1;3;10;52;3;17;26;1;110;12;2;2;2;,826899818034
2013;226;4;6;10;57;5;5;1;2;4;5;1;67;4;1;1;8;2;11;10;2;17;26;1;110;19;2;2;5;1,152382296503
2014;226;5;6;11;12;3;1;3;4;4;2;2;27;5;1;1;7;2;12;0;2;17;26;1;110;12;2;2;1;1,102856345087
2015;226;6;6;12;2;5;5;4;4;4;4;2;59;4;1;1;1;2;12;7;2;17;26;1;110;19;2;2;4;,637193352674
2016;226;7;6;12;8;5;1;4;4;4;4;2;78;2;1;1;8;2;12;16;2;17;26;1;110;12;2;2;6;1,107468762898
2017;226;8;6;12;29;1;4;2;4;4;5;1;50;4;1;1;10;1;12;47;2;17;26;1;110;19;2;2;4;,762896558228
2018;226;9;6;12;50;5;5;3;5;4;5;2;58;4;1;1;8;2;13;19;2;17;26;1;110;12;2;2;4;,637193352674
2019;227;1;6;8;13;5;4;1;4;2; ;2;81;6;1;1;8;2;9;0;2;16;26;1;110;6;2;2;6;1,107468762898
2020;227;2;6;10;21;5;3;4;4;2; ;1;51;2;1;1;10;1;11;6;2;17;26;1;110;7;2;2;4;,762896558228
2021;227;3;6;9;10;5;3;3;4;3;3;1;54;4;1;1;10;1;9;50;2;16;26;1;110;6;2;2;4;,762896558228
2022;227;4;6;8;45;1;3;4;4;4;2;2;78;2;1;1;8;2;9;39;2;17;26;1;110;7;2;2;6;1,107468762898
2023;227;5;5;10;31;5;2;3;4;2; ;2;82;1;1;1;8;2;11;21;2;17;26;1;110;6;2;2;6;1,107468762898
2024;227;6;2;11;15;1;1;3;4;2; ;2;31;8;1;1;3;3;12;0;3;16;26;1;110;7;2;2;2;,826899818034
2025;227;7;6;13;30;5;2;3;4;2; ;2;83;1;1;1;8;2;14;17;2;17;26;1;110;6;2;2;6;1,107468762898
2026;227;8;6;12;20;1;1;4;4;4;1;2;53;4;1;1;2;2;13;16;2;17;26;1;110;7;2;2;4;,637193352674
2027;227;9;3;12;25;1;4;4;4;4;1;2;41;4;1;1;2;2;13;11;2;17;26;1;110;6;2;2;3;,981027916114
