q_id;q_ch;q_id_ch;language;start_hh;start_min;G1;G2;G3;G4;G5;G6;sex;age;education;nationality;nationality2;occupation;D8;finish_hh;finish_min;character_lang;data_inter;region;type_settl;settlement;Code_inter;macroregion4;urban_rural;age_6gr;WEIGHT
1;1;1;2;12;49;1;1;5;5;3;3;2;73;6;1;1;8;3;13;24;3;21;2;7;1;80;2;1;6;,640689005197
2;1;1;1;14;3;2;1;3;3;3;2;1;34;8;2;5;4;3;14;41;3;22;2;7;1;80;2;1;2;1,740943942978
3;1;2;1;14;43;1;1;4;4;2; ;2;80;5;1;1;8;2;15;5;3;22;2;7;1;80;2;1;6;,640689005197
4;1;3;1;15;6;1;1;4;4;2; ;2;77;8;2;5;8;2;16;43;3;22;2;7;1;80;2;1;6;,640689005197
5;1;4;1;16;45;2;1;3;4;1; ;1;49;8;1;1;6;3;17;4;1;22;2;7;1;80;2;1;3;1,136160414565
6;1;5;1;17;6;1;1;4;3;2; ;2;73;5;1;1;8;2;17;34;1;22;2;7;1;80;2;1;6;,640689005197
7;1;6;1;17;38;1;2;3;3;4;3;1;54;6;1;1;1;3;17;50;1;22;2;7;1;80;2;1;4;,993800739688
8;1;7;1;17;52;1;1;3;4;2; ;2;70;8;1;1;8;2;18;5;3;22;2;7;1;80;2;1;6;,640689005197
9;1;8;1;18;9;1;1;4;4;3;4;2;33;4;1;1;7;3;18;24;3;22;2;7;1;80;2;1;2;,779577719959
10;1;9;1;18;30;1;1;4;4;1; ;2;77;6;1;1;8;2;19;12;3;22;2;7;1;80;2;1;6;,640689005197
11;2;1;1;12;34;1;2;5;3;3;3;2;64;5;1;1;8;2;12;54;1;24;2;7;1;80;2;1;5;,61129362135
12;2;2;1;12;55;1;2;3;3;3;3;2;63;4;1;1;8;2;13;22;1;24;2;7;1;80;2;1;5;,61129362135
13;2;2;2;13;26;1;5;5;2;2; ;2;55;5;1;1;8;3;13;39;1;21;2;7;1;80;2;1;4;,992483714406
14;2;3;1;13;24;1;5;5;5;2; ;2;65;5;1;1;8;2;14;0;1;24;2;7;1;80;2;1;5;,61129362135
15;2;4;1;14;6;1;1;5;4;3;3;2;27;8;1;1;7;3;14;20;1;24;2;7;1;80;2;1;1;1,339356702668
16;2;5;1;14;21;1;2;3;3;3;3;2;34;8;2;5;7;3;14;40;3;24;2;7;1;80;2;1;2;,779577719959
17;2;6;1;14;42;1;1;5;4;4;1;1;72;5;1;1;8;2;15;1;1;24;2;7;1;80;2;1;6;,93210457848
18;2;7;1;15;2;1;1;3;4;4;1;1;80;4;1;1;8;2;15;18;1;24;2;7;1;80;2;1;6;,93210457848
19;2;8;2;15;20;1;1;3;4;2; ;2;68;8;1;1;8;2;16;1;3;24;2;7;1;80;2;1;5;,61129362135
20;2;9;1;19;10;6;1;4;4;4;2;2;68;8;1;1;8;2;19;27;2;24;2;7;1;80;2;1;5;,61129362135
21;3;3;1;13;43;1;1;3;3;2; ;2;51;6;1;1;2;3;14;10;2;21;2;7;1;80;2;1;4;,992483714406
22;4;1;2;10;3;6;3;5;5;4;2;1;32;4;1;1;10;2;10;45;3;24;2;7;1;1;2;1;2;1,740943942978
23;4;2;5;10;50;1;5;5;5;4;3;1;52;8;3;2;7;2;11;30;2;24;2;7;1;1;2;1;4;,993800739688
24;4;3;2;11;40;2;2;5;5;3;3;2;37;6;1;1;2;3;12;10;2;1;2;7;1;1;2;1;2;,779577719959
25;4;4;5;12;15;1;5;5;5;4;2;1;46;6;3;2;4;3;12;45;3;1;2;7;1;1;2;1;3;1,136160414565
26;4;4;1;14;11;2;5;5;5;4;3;2;68;6;1;1;8;2;14;39;2;21;2;7;1;80;2;1;5;,61129362135
27;4;5;5;12;55;1;4;5;5;5;5;1;80;8;2;3;8;2;13;40;3;1;2;7;1;1;2;1;6;,93210457848
28;4;6;5;13;50;6;5;5;5;4;2;2;33;6;2;2;4;3;14;35;3;1;2;7;1;1;2;1;2;,779577719959
29;4;7;2;14;40;6;5;5;5;3;5;2;82;8;3;3;8;2;15;15;3;1;2;7;1;1;2;1;6;,640689005197
30;4;8;5;15;20;6;2;3;3;3;3;2;55;8;1;1;7;3;16;0;2;1;2;7;1;1;2;1;4;,992483714406
31;4;9;2;16;30;6;5;5;5;3;5;2;76;8;1;1;8;2;17;0;3;1;2;7;1;1;2;1;6;,640689005197
32;5;1;5;10;15;1;5;5;5;4;3;2;26;8;1;1;3;3;10;50;3;1;2;7;1;1;2;1;1;1,339356702668
33;5;2;6;11;20;1;5;5;5;3;5;1;76;6;2;2;8;2;12;5;3;1;2;7;1;1;2;1;6;,93210457848
34;5;3;2;12;30;1;5;5;5;3;5;2;65;6;2;2;8;2;12;30;3;1;2;7;1;1;2;1;5;,61129362135
35;5;4;6;13;30;3;2;3;5;4;1;1;55;8;1;1;3;3;14;10;3;1;2;7;1;1;2;1;4;,993800739688
36;5;5;4;14;20;1;2;5;5;4;2;2;32;8;1;1;3;3;14;55;2;1;2;7;1;1;2;1;2;,779577719959
37;5;5;1;14;43;2;1;4;1;1; ;1;23;8;1;1;3;3;15;16;3;21;2;7;1;80;2;1;1;1,490956194468
38;5;6;6;15;10;1;5;5;5;4;1;2;53;4;1;1;7;3;15;55;3;1;2;7;1;1;2;1;4;,992483714406
39;5;7;5;16;15;1;5;5;5;3;5;2;65;6;1;1;8;2;17;5;3;1;2;7;1;1;2;1;5;,61129362135
40;5;8;2;17;20;2;2;3;3;3;3;2;38;7;2;2;2;3;17;55;3;1;2;7;1;1;2;1;2;,779577719959
41;5;9;2;18;10;2;2;3;3;4;1;2;21;7;1;1;97;3;18;45;3;1;2;7;1;1;2;1;1;1,339356702668
42;6;1;4;10;27;2;1;3;3;4;1;2;28;8;1;1;2;3;11;17;2;21;2;7;1;7;2;1;1;1,339356702668
43;6;2;2;11;49;1;5;3;2;4;2;1;46;6;1;1;4;3;12;13;3;24;2;7;1;7;2;1;3;1,136160414565
44;6;3;2;12;20;1;2;5;3;4;3;2;60;8;1;1;8;2;12;37;3;24;2;7;1;7;2;1;5;,61129362135
45;6;4;2;13;4;1;2;5;5;4;3;1;62;5;1;1;8;1;13;25;2;24;2;7;1;7;2;1;5;1,078727440585
46;6;5;5;13;34;1;2;5;5;4;1;1;63;6;1;1;8;2;14;32;2;24;2;7;1;7;2;1;5;1,078727440585
47;6;6;2;14;8;1;5;1;1;4;3;1;62;8;2;3;8;2;13;34;3;24;2;7;1;7;2;1;5;1,078727440585
48;6;7;1;14;56;2;1;3;2;4;3;2;69;8;1;1;8;2;15;20;1;24;2;7;1;7;2;1;5;,61129362135
49;6;8;1;15;23;2;1;4;4;4;3;2;23;6;1;1;2;3;15;41;1;24;2;7;1;7;2;1;1;1,339356702668
50;6;9;1;16;35;1;2;3;4;4;2;1;71;8;1;1;3;3;17;1;1;24;2;7;1;7;2;1;6;,93210457848
51;7;1;6;14;40;2;2;2;2;4;3;1;18;4;1;1;9;3;15;22;3;22;2;7;1;100;2;1;1;1,490956194468
52;7;2;5;9;53;2;1;3;2;4;3;1;32;6;1;1;1;3;10;24;3;23;2;7;1;100;2;1;2;1,740943942978
53;7;3;2;10;34;1;3;1;1;4;3;2;80;4;1;1;8;2;11;20;3;23;2;7;1;100;2;1;6;,640689005197
54;7;4;2;11;30;2;2;2;1;4;2;1;23;8;1;1;3;3;12;10;3;23;2;7;1;100;2;1;1;1,490956194468
55;7;5;2;18;41;1;2;1;1;4;3;1;69;8;12; ;8;3;19;22;3;24;2;7;1;100;2;1;5;1,078727440585
56;7;6;2;19;27;1;3;4;1;4;3;2;60;4;1;1;10;2;20;8;3;24;2;7;1;100;2;1;5;,61129362135
57;7;7;2;13;7;1;2;2;1;4;3;2;50;6;1;1;2;3;13;49;3;24;2;7;1;100;2;1;4;,992483714406
58;7;7;1;15;19;2;1;5;5;2; ;2;78;8;1;1;8;2;15;46;1;21;2;7;1;80;2;1;6;,640689005197
59;7;8;2;14;35;1;2;4;2;4;2;2;39;6;1;1;2;3;14;42;3;24;2;7;1;100;2;1;2;,779577719959
60;7;9;1;14;41;2;2;3;1;4;2;2;45;8;1;1;3;3;15;22;1;24;2;7;1;100;2;1;3;1,091806812636
61;8;1;1;10;36;1;1;5;2;2; ;2;55;8;1;1;7;3;9;3;1;20;2;7;1;80;2;1;4;,992483714406
62;8;1;2;10;8;1;2;4;1;4;3;2;77;4;2;4;8;2;10;47;3;24;2;7;1;100;2;1;6;,640689005197
63;8;2;5;10;50;1;2;2;2;4;3;2;49;4;1;1;2;2;11;33;3;24;2;7;1;100;2;1;3;1,091806812636
64;8;3;2;11;38;1;2;5;2;4;3;2;56;6;11; ;10;2;12;20;3;24;2;7;1;100;2;1;4;,992483714406
65;8;4;5;12;27;2;2;4;3;4;1;1;48;8;2;5;3;3;13;9;3;24;2;7;1;100;2;1;3;1,136160414565
66;8;5;2;13;18;2;1;3;2;4;2;2;34;8;1;1;7;3;14;1;3;24;2;7;1;100;2;1;2;,779577719959
67;8;6;2;14;9;1;1;4;2;4;3;1;71;8;11; ;8;2;14;52;3;24;2;7;1;100;2;1;6;,93210457848
68;8;7;2;15;3;2;2;2;1;4;2;1;44;8;1;1;3;3;15;45;3;24;2;7;1;100;2;1;3;1,136160414565
69;8;8;6;15;54;1;2;1;1;4;2;1;20;5;1;1;1;3;16;35;3;24;2;7;1;100;2;1;1;1,490956194468
70;8;8;1;16;9;2;2;3;3;4;3;1;49;5;1;1;5;4;16;28;1;21;2;7;1;80;2;1;3;1,136160414565
71;8;8;1;15;51;2;1;3;3;3;3;2;23;8;1;1;3;3;16;5;2;21;2;7;1;80;2;1;1;1,339356702668
72;8;9;1;16;53;2;1;3;1;4;2;2;27;8;1;1;3;3;17;36;1;24;2;7;1;100;2;1;1;1,339356702668
73;9;1;1;8;15;2;2;3;3;4;3;2;38;8;1;1;7;3;8;50;1;22;2;7;1;70;2;1;2;,779577719959
74;9;2;2;9;0;1;1;4;4;4;3;1;29;8;1;1;3;3;9;40;3;22;2;7;1;70;2;1;1;1,490956194468
75;9;3;2;10;0;2;1;4;4;3;3;2;41;8;1;1;97;3;11;35;3;22;2;7;1;70;2;1;3;1,091806812636
76;9;4;5;11;0;2;1;4;4;3;4;1;29;5;1;1;2;2;11;35;3;22;2;7;1;70;2;1;1;1,490956194468
77;9;5;5;9;15;2;5;5;5;5;4;2;65;8;1;3;8;2;9;50;3;22;2;7;1;70;2;1;5;,61129362135
78;9;6;5;11;25;6;5;5;5;5;5;2;70;6;2;5;8;3;12;30;3;22;2;7;1;70;2;1;6;,640689005197
79;9;7;5;13;30;2;1;4;3;4;3;2;60;4;1;3;8;2;14;10;2;22;2;7;1;70;2;1;5;,61129362135
80;9;8;2;14;25;6;5;5;5;5;2;2;77;5;2;5;8;2;15;0;3;22;2;7;1;70;2;1;6;,640689005197
81;9;9;2;10;34;2;1;3;5;4;3;2;36;8;1;1;4;3;11;15;3;22;2;7;1;70;2;1;2;,779577719959
82;10;1;6;11;20;1;3;2;4;4;3;2;22;8;1;1;3;2;11;48;3;24;2;7;1;1;2;1;1;1,339356702668
83;10;1;4;16;34;2;1;3;3;3;3;2;30;8;1;1;7;3;17;3;3;21;2;7;1;80;2;1;2;,779577719959
84;10;2;2;12;15;1;2;5;4;4;1;2;33;8;1;3;3;3;12;36;3;24;2;7;1;1;2;1;2;,779577719959
85;10;3;2;12;48;6;5;3;3;2; ;2;36;8;1;1;3;2;13;13;3;24;2;7;1;1;2;1;2;,779577719959
86;10;4;1;14;28;1;4;5;5;4;2;2;24;8;1;2;3;3;14;52;3;24;2;7;1;1;2;1;1;1,339356702668
87;10;5;5;11;58;1;3;2;3;4;1;1;87;8;3;2;8;2;12;25;3;24;2;7;1;1;2;1;6;,93210457848
88;10;6;2;13;4;1;5;1;4;4;4;2;79;8;1;1;3;3;13;36;3;24;2;7;1;1;2;1;6;,640689005197
89;10;7;2;14;22;3;1;2;3;4;3;1;69;4;1;1;2;3;14;54;3;24;2;7;1;1;2;1;5;1,078727440585
90;10;8;2;15;31;2;2;3;4;3;3;1;35;8;1;1;3;3;16;6;3;24;2;7;1;1;2;1;2;1,740943942978
91;10;9;2;16;49;1;2;5;3;3;3;2;80;8;1;2;8;2;17;32;3;24;2;7;1;1;2;1;6;,640689005197
92;11;1;5;9;40;1;2;3;3;4;3;1;44;8;1;1;3;3;10;7;3;19;2;7;1;7;2;1;3;1,136160414565
93;11;2;2;10;20;1;1;2;2;4;1;2;69;4;3;3;8;2;11;0;3;19;2;7;1;7;2;1;5;,61129362135
94;11;3;6;12;9;2;2;5;2;4;3;2;28;4;1;1;2;3;12;38;3;21;2;7;1;7;2;1;1;1,339356702668
95;11;4;2;13;13;1;5;5;2;4;4;1;75;4;1;1;8;2;13;48;3;21;2;7;1;7;2;1;6;,93210457848
96;11;5;2;13;59;1;3;5;5;4;2;1;58;8;1;1;4;3;14;28;3;21;2;7;1;7;2;1;4;,993800739688
97;11;6;5;14;57;1;3;2;1;4;3;2;41;8;1;3;3;3;15;22;3;21;2;7;1;7;2;1;3;1,091806812636
98;11;7;5;15;48;2;2;3;5;4;3;1;33;8;1;1;3;3;16;25;3;21;2;7;1;7;2;1;2;1,740943942978
99;11;8;2;16;35;1;2;5;1;4;3;2;48;6;1;1;2;3;17;0;3;21;2;7;1;7;2;1;3;1,091806812636
100;11;9;4;17;15;3;1;4;4;4;3;2;26;8;1;1;7;3;18;19;1;21;2;7;1;7;2;1;1;1,339356702668
101;12;1;2;10;20;1;4;5;5;4;1;2;45;4;3;2;97;3;11;0;3;1;2;7;1;1;2;1;3;1,091806812636
102;12;2;5;11;15;1;5;5;5;3;5;2;62;8;2;3;8;2;11;46;3;1;2;7;1;1;2;1;5;,61129362135
103;12;3;2;12;0;1;4;5;5;4;5;2;48;6;1;2;4;3;12;40;3;1;2;7;1;1;2;1;3;1,091806812636
104;12;4;6;12;55;6;5;5;5;4;1;1;28;8;1;1;3;3;13;30;3;1;2;7;1;1;2;1;1;1,490956194468
105;12;6;2;14;40;1;3;5;5;4;1;1;50;8;2;2;10;2;15;10;3;1;2;7;1;1;2;1;4;,993800739688
106;12;7;2;15;30;2;5;5;5;3;3;2;33;6;2;2;7;3;16;5;3;1;2;7;1;1;2;1;2;,779577719959
107;12;8;2;16;15;1;5;5;5;3;5;2;72;8;3;2;8;2;16;55;3;1;2;7;1;1;2;1;6;,640689005197
108;12;9;4;17;10;1;5;3;3;4;1;2;46;6;1;1;2;2;17;45;3;1;2;7;1;1;2;1;3;1,091806812636
109;13;1;1;11;14;1;1;4;4;2; ;2;79;5;1;1;8;2;11;36;1;23;2;7;1;80;2;1;6;,640689005197
110;13;2;1;11;38;1;1;4;5;4;2;1;70;8;11; ;8;2;12;1;3;23;2;7;1;80;2;1;6;,93210457848
111;13;3;2;12;3;1;1;4;4;2; ;2;30;8;2;2;3;3;12;21;3;23;2;7;1;80;2;1;2;,779577719959
112;13;4;1;12;22;2;1;4;4;2; ;1;28;8;2;2;3;3;12;39;3;23;2;7;1;80;2;1;1;1,490956194468
113;13;5;1;12;43;1;1;5;4;2; ;2;67;4;1;1;8;2;13;12;3;23;2;7;1;80;2;1;5;,61129362135
114;13;6;2;13;14;1;1;5;4;2; ;2;86;8;1;1;8;2;14;46;3;23;2;7;1;80;2;1;6;,640689005197
115;13;7;2;14;48;1;1;5;4;2; ;2;37;8;1;2;3;3;15;6;2;23;2;7;1;80;2;1;2;,779577719959
116;13;8;1;15;8;1;1;5;5;4;3;2;50;6;11; ;7;3;15;22;3;23;2;7;1;80;2;1;4;,992483714406
117;13;9;2;15;25;1;1;3;4;4;1;1;45;5;1;1;1;3;15;45;2;23;2;7;1;80;2;1;3;1,136160414565
118;14;1;1;10;22;1;3;5;5;4;4;2;72;2;1;1;8;2;10;48;1;21;2;7;1;7;2;1;6;,640689005197
119;14;2;3;11;0;1;3;2;1;4;1;2;52;8;1;1;6;4;11;20;2;21;2;7;1;7;2;1;4;,992483714406
120;14;3;1;11;48;3;1;4;4;4;3;2;29;8;1;1;3;3;12;2;1;21;2;7;1;7;2;1;1;1,339356702668
121;14;4;5;11;34;3;2;4;4;4;3;2;37;8;1;1;3;3;11;48;3;21;2;7;1;7;2;1;2;,779577719959
122;14;5;4;12;15;2;2;5;5;4;2;2;31;8;1;1;3;3;12;23;2;21;2;7;1;7;2;1;2;,779577719959
123;14;6;2;13;12;3;1;5;2;4;3;2;26;6;1;1;2;3;13;40;2;21;2;7;1;7;2;1;1;1,339356702668
124;14;7;2;14;23;1;2;5;2;3;4;2;80;2;1;1;8;1;14;49;3;21;2;7;1;7;2;1;6;,640689005197
125;14;8;2;15;16;2;1;5;3;4;3;2;31;8;1;1;7;3;15;49;2;21;2;7;1;7;2;1;2;,779577719959
126;14;9;6;16;22;3;2;2;1;4;1;1;42;8;1;1;3;3;16;48;2;21;2;7;1;7;2;1;3;1,136160414565
127;15;1;1;16;30;1;1;4;1;4;4;2;65;8;1;1;8;3;16;40;1;22;2;7;1;70;2;1;5;,61129362135
128;15;2;1;16;45;6;1;4;4;4;3;2;32;8;1;1;97;3;17;15;1;22;2;7;1;70;2;1;2;,779577719959
129;15;3;1;17;20;2;1;4;4;3;3;1;48;5;1;1;2;3;17;50;1;22;2;7;1;70;2;1;3;1,136160414565
130;15;4;2;17;55;6;1;4;4;3;3;1;20;7;1;1;9;3;18;25;3;22;2;7;1;70;2;1;1;1,490956194468
131;15;5;2;10;27;6;1;4;4;3;3;1;47;8;1;1;3;3;11;5;3;23;2;7;1;70;2;1;3;1,136160414565
132;15;6;2;10;50;2;1;4;4;4;3;2;47;8;1;1;3;3;11;45;3;23;2;7;1;70;2;1;3;1,091806812636
133;15;7;2;12;0;1;1;4;4;4;4;2;60;8;1;1;8;2;12;40;3;23;2;7;1;70;2;1;5;,61129362135
134;15;8;1;13;1;1;1;4;4;4;3;2;41;8;1;1;3;3;13;36;1;23;2;7;1;70;2;1;3;1,091806812636
135;15;9;2;13;42;2;1;4;4;4;3;2;49;8;1;1;3;3;14;17;3;23;2;7;1;70;2;1;3;1,091806812636
136;16;1;2;12;54;1;5;5;5;4;1;1;33;8;1;1;3;3;13;36;3;24;2;7;1;1;2;1;2;1,740943942978
137;16;2;2;13;43;1;4;4;5;4;3;2;18;4;1;1;9;3;14;16;1;24;2;7;1;1;2;1;1;1,339356702668
138;16;3;2;14;29;2;2;4;3;4;3;2;48;8;1;1;3;3;15;13;3;24;2;7;1;1;2;1;3;1,091806812636
139;16;4;4;15;28;1;3;5;5;4;2;1;54;4;1;1;1;3;16;6;1;24;2;7;1;1;2;1;4;,993800739688
140;16;5;2;16;25;6;1;4;4;4;2;1;18;4;1;1;9;3;17;10;3;24;2;7;1;1;2;1;1;1,490956194468
141;16;6;2;17;20;3;2;3;3;3;3;2;30;8;10; ;3;3;17;40;3;24;2;7;1;1;2;1;2;,779577719959
142;16;7;2;17;48;3;1;3;1;4;1;1;30;6;3;3;1;3;18;15;3;24;2;7;1;1;2;1;2;1,740943942978
143;16;8;2;18;36;6;5;5;5;4;3;1;38;8;1;1;3;3;19;7;3;24;2;7;1;1;2;1;2;1,740943942978
144;16;9;1;19;19;1;1;5;4;4;3;2;51;8;1;1;3;3;19;37;1;24;2;7;1;1;2;1;4;,992483714406
145;17;1;2;14;12;1;2;2;1;3;3;2;60;8;1;2;1;1;14;34;3;23;3;6;2;1;2;1;5;,61129362135
146;17;2;1;14;52;1;2;2;3;4;3;2;81;4;1;1;8;2;15;11;1;23;3;6;2;1;2;1;6;,640689005197
147;17;3;2;15;12;1;4;2;3;4;3;2;80;4;1;1;8;3;15;36;3;23;3;6;2;1;2;1;6;,640689005197
148;17;4;2;15;37;1;3;2;3;4;2;2;30;6;1;1;6;2;15;57;3;23;3;6;2;1;2;1;2;,779577719959
149;17;5;2;15;58;1;2;2;2;3;4;2;31;8;3;3;2;3;16;26;3;23;3;6;2;1;2;1;2;,779577719959
150;17;6;4;16;27;1;2;2;2;4;2;1;45;6;1;1;1;2;16;50;2;23;3;6;2;1;2;1;3;1,136160414565
151;17;7;2;16;52;1;2;3;1;4;3;1;28;8;1;1;3;3;17;34;3;23;3;6;2;1;2;1;1;1,490956194468
152;17;8;2;17;38;1;3;2;2;4;3;2;24;8;1;1;3;3;17;57;3;23;3;6;2;1;2;1;1;1,339356702668
153;17;9;4;18;5;1;2;2;2;4;2;1;48;6;1;1;1;2;18;41;3;23;3;6;2;1;2;1;3;1,136160414565
154;18;1;2;14;46;1;2;2;2;3;3;2;60;8;1;1;2;2;15;8;3;24;3;6;2;1;2;1;5;,61129362135
155;18;2;1;15;16;1;2;5;3;4;2;2;30;5;1;1;2;2;15;49;1;24;3;6;2;1;2;1;2;,779577719959
156;18;3;1;15;51;1;2;2;2;3;2;2;31;8;1;1;2;3;16;16;1;24;3;6;2;1;2;1;2;,779577719959
157;18;4;1;16;25;2;2;2;2;3;3;2;30;7;1;1;2;2;17;14;1;24;3;6;2;1;2;1;2;,779577719959
158;18;5;1;17;15;1;2;3;3;3;3;2;71;4;1;1;8;1;17;41;1;24;3;6;2;1;2;1;6;,640689005197
159;18;6;1;17;43;1;1;3;3;3;3;2;69;2;1;1;8;1;18;18;1;24;3;6;2;1;2;1;5;,61129362135
160;18;7;2;18;20;2;1;3;3;3;3;2;23;7;1;1;7;3;18;37;3;24;3;6;2;1;2;1;1;1,339356702668
161;18;8;1;18;39;1;2;3;3;3;3;2;72;3;1;1;8;1;19;9;1;24;3;6;2;1;2;1;6;,640689005197
162;18;9;1;19;12;1;1;3;3;2; ;2;62;4;1;1;8;1;19;45;1;24;3;6;2;1;2;1;5;,61129362135
163;19;1;1;16;54;1;1;2;2;2; ;2;65;8;1;1;8;2;16;23;1;22;3;6;2;1;2;1;5;,61129362135
164;19;2;1;18;19;1;2;1;2;2; ;2;65;8;1;1;8;2;18;39;1;22;3;6;2;1;2;1;5;,61129362135
165;19;3;1;18;46;1;1;2;2;4;2;2;40;8;1;1;3;2;19;29;1;22;3;6;2;1;2;1;3;1,091806812636
166;19;4;1;19;30;1;2;2;2;2; ;1;68;6;1;1;8;2;19;49;1;22;3;6;2;1;2;1;5;1,078727440585
167;19;6;1;8;56;2;2;3;3;3;3;1;29;8;1;1;5;4;9;27;1;25;3;6;2;1;2;1;1;1,490956194468
168;19;7;1;9;42;1;1;4;4;1; ;2;67;8;1;1;8;2;10;9;1;25;3;6;2;1;2;1;5;,61129362135
169;19;8;1;10;17;1;2;3;3;3;3;1;65;8;2;4;3;2;10;41;2;25;3;6;2;1;2;1;5;1,078727440585
170;19;9;1;10;43;1;2;3;3;3;3;2;71;2;1;1;8;1;11;6;1;25;3;6;2;1;2;1;6;,640689005197
171;20;1;1;15;53;1;4;1;3;4;1;2;36;8;1;1;7;1;16;40;1;19;3;6;2;1;2;1;2;,779577719959
172;20;2;1;16;46;1;5;5;3;2; ;2;22;8;1;1;7;3;17;10;1;19;3;6;2;1;2;1;1;1,339356702668
173;20;3;1;17;13;1;3;3;3;2; ;2;39;6;1;1;1;2;17;42;2;19;3;6;2;1;2;1;2;,779577719959
174;20;4;1;18;0;1;2;2;2;2; ;2;29;8;1;2;2;3;18;25;1;19;3;6;2;1;2;1;1;1,339356702668
175;20;5;3;13;42;1;2;1;3;4;2;2;33;6;1;1;2;2;14;26;1;20;3;6;2;1;2;1;2;,779577719959
176;20;6;1;18;44;1;3;2;2;4;2;2;46;8;1;1;3;3;19;7;1;23;3;6;2;1;2;1;3;1,091806812636
177;20;7;1;19;12;2;1;2;2;3;3;2;23;8;1;1;3;3;19;41;1;23;3;6;2;1;2;1;1;1,339356702668
178;20;8;1;19;45;1;2;2;2;4;3;2;58;6;1;1;4;2;20;22;1;23;3;6;2;1;2;1;4;,992483714406
179;20;9;1;13;35;1;1;3;3;3;3;1;27;7;1;2;1;3;14;3;1;24;3;6;2;1;2;1;1;1,490956194468
180;20;9;1;13;35;1;2;2;3;3;3;1;40;8;1;1;3;2;14;8;1;23;3;6;2;1;2;1;3;1,136160414565
181;21;1;1;11;38;1;1;3;4;4;3;1;68;8;1;1;3;3;12;8;3;25;3;3;3;64;2;1;5;1,078727440585
182;21;2;1;10;30;1;2;1;2;4;2;2;30;4;1;1;7;1;11;51;1;21;3;3;3;55;2;1;2;,779577719959
183;21;2;1;12;10;5;5;5;3;3;3;2;63;4;1;1;8;1;12;22;1;25;3;3;3;64;2;1;5;,61129362135
184;21;3;2;12;23;2;2;1;4;4;2;2;54;7;1;1;3;3;13;24;3;25;3;3;3;64;2;1;4;,992483714406
185;21;4;1;13;28;1;2;2;2;3;3;2;79;6;1;1;8;3;13;45;1;25;3;3;3;64;2;1;6;,640689005197
186;21;5;1;13;47;1;5;5;4;4;3;2;18;5;1;1;9;3;14;9;1;25;3;3;3;64;2;1;1;1,339356702668
187;21;6;1;14;10;1;1;1;3;4;2;2;28;6;3;1;2;3;14;36;3;25;3;3;3;64;2;1;1;1,339356702668
188;21;7;1;14;37;2;1;2;3;4;3;2;41;6;1;1;2;3;15;7;1;25;3;3;3;64;2;1;3;1,091806812636
189;21;8;1;15;8;6;2;1;1;4;3;1;43;6;1;1;3;3;15;48;2;25;3;3;3;64;2;1;3;1,136160414565
190;21;9;1;15;54;6;2;2;2;3;2;2;32;6;1;1;4;3;16;20;1;25;3;3;3;64;2;1;2;,779577719959
191;22;1;1;9;50;6;3;1;2;4;2;2;73;6;1;1;8;1;10;22;1;21;3;3;4;55;2;1;6;,640689005197
192;22;2;1;11;8;1;3;3;3;4;1;1;46;8;1;1;7;8;11;34;1;20;3;3;4;55;2;1;3;1,136160414565
193;22;3;1;11;51;1;1;1;1;4;1;2;54;6;1;1;8;2;11;37;1;21;3;3;4;55;2;1;4;,992483714406
194;22;4;2;13;6;1;3;1;1;4;1;1;58;5;2;3;8;2;13;34;2;21;3;3;4;55;2;1;4;,993800739688
195;22;5;1;13;25;1;3;1;1;4;2;1;39;6;1;1;2;2;13;50;1;21;3;3;4;55;2;1;2;1,740943942978
196;22;6;1;14;0;1;2;1;2;4;1;2;55;8;1;1;3;2;14;30;1;21;3;3;4;55;2;1;4;,992483714406
197;22;7;1;15;2;1;2;1;2;4;2;2;65;5;1;1;8;1;14;53;1;21;3;3;4;55;2;1;5;,61129362135
198;22;8;1;15;28;1;3;1;2;4;2;2;51;4;1;1;2;1;15;46;1;21;3;3;4;55;2;1;4;,992483714406
199;22;9;1;15;52;1;3;2;1;4;1;2;52;8;1;1;3;3;16;20;1;21;3;3;4;55;2;1;4;,992483714406
200;23;1;1;9;41;5;1;1;3;4;2;1;82;4;1;1;8;1;10;19;1;19;3;1;5;55;2;2;6;1,146879531091
201;23;2;1;10;30;6;3;1;1;4;1;1;57;4;2;2;8;1;11;1;2;20;3;1;5;55;2;2;4;,762896558228
202;23;4;1;11;45;6;5;5;1;4;1;1;47;6;1;1;3;3;12;9;1;20;3;1;5;55;2;2;3;2,093312310616
203;23;5;1;12;15;6;5;1;2;4;1;2;58;4;1;1;8;1;12;40;1;20;3;1;5;55;2;2;4;,637193352674
204;23;6;1;12;42;1;5;2;3;4;1;2;62;6;1;1;8;1;13;5;1;20;3;1;5;55;2;2;5;,611695220891
205;23;7;1;13;7;1;5;1;3;4;1;2;73;8;1;1;8;1;13;30;1;20;3;1;5;55;2;2;6;1,107468762898
206;23;8;1;13;41;1;5;1;1;4;2;2;28;4;1;1;1;1;14;12;1;20;3;1;5;55;2;2;1;1,102856345087
207;23;9;1;14;20;1;5;3;1;4;2;2;28;5;1;1;7;1;14;41;1;20;3;1;5;55;2;2;1;1,102856345087
208;24;1;1;14;45;1;1;1;1;4;2;2;45;4;1;1;2;1;13;58;1;20;3;1;5;55;2;2;3;,981027916114
